data_inversa,horario,br,km,municipio,uf,tipo_acidente,causa_acidente,condicao_metereologica,data,hora
2025-02-23,17:46:00,230,"239,7",JUAZEIRINHO,PB,Colisão frontal,Ultrapassagem Indevida,Céu Claro,2025-02-23,17
2025-01-01,13:00:00,367,82,EUNAPOLIS,BA,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Nublado,2025-01-01,13
2025-02-23,19:40:00,50,"96,3",CRISTALINA,GO,Colisão traseira,Ingestão de álcool pelo condutor,Céu Claro,2025-02-23,19
2025-02-23,19:10:00,232,414,SERRA TALHADA,PE,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-23,19
2025-02-23,18:10:00,116,255,ESTEIO,RS,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-23,18
2025-02-23,19:50:00,101,208,JOAO NEIVA,ES,Atropelamento de Pedestre,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-23,19
2025-02-23,19:00:00,210,118,PORTO GRANDE,AP,Colisão frontal,Ausência de reação do condutor,Nublado,2025-02-23,19
2025-02-23,18:35:00,304,"42,3",MOSSORO,RN,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-23,18
2025-02-23,19:25:00,116,"38,2",VACARIA,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-23,19
2025-02-23,18:38:00,116,141,DUQUE DE CAXIAS,RJ,Engavetamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-23,18
2025-02-23,17:50:00,101,294,ITABORAI,RJ,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Nublado,2025-02-23,17
2025-02-23,20:30:00,116,82,TERESOPOLIS,RJ,Atropelamento de Pedestre,Ausência de reação do condutor,Céu Claro,2025-02-23,20
2025-02-23,19:30:00,428,"187,9",PETROLINA,PE,Colisão traseira,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-23,19
2025-02-23,18:52:00,104,103,CUPIRA,PE,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-23,18
2025-02-23,20:40:00,386,"349,1",LAJEADO,RS,Atropelamento de Pedestre,Pedestre cruzava a pista fora da faixa,Céu Claro,2025-02-23,20
2025-02-23,20:35:00,381,"88,5",GUARULHOS,SP,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-23,20
2025-02-23,20:00:00,324,626,SALVADOR,BA,Colisão com objeto,Ausência de reação do condutor,Garoa/Chuvisco,2025-02-23,20
2025-02-23,17:45:00,101,323,NITEROI,RJ,Colisão traseira,Chuva,Chuva,2025-02-23,17
2025-02-23,18:30:00,163,823,SINOP,MT,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-23,18
2025-02-23,15:40:00,365,765,ITUIUTABA,MG,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-23,15
2025-02-23,21:30:00,392,299,SAO SEPE,RS,Colisão lateral mesmo sentido,Velocidade Incompatível,Céu Claro,2025-02-23,21
2025-02-23,21:30:00,101,"199,9",SAO JOSE,SC,Colisão com objeto,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-23,21
2025-02-23,21:45:00,116,158,JACAREI,SP,Colisão com objeto,Ausência de reação do condutor,Nublado,2025-02-23,21
2025-02-23,21:50:00,386,"350,5",ESTRELA,RS,Saída de leito carroçável,Ingestão de álcool pelo condutor,Céu Claro,2025-02-23,21
2025-02-23,21:05:00,101,399,ITAGUAI,RJ,Colisão com objeto,Velocidade Incompatível,Nublado,2025-02-23,21
2025-02-23,21:35:00,116,412,GOVERNADOR VALADARES,MG,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-02-23,21
2025-02-23,19:00:00,226,134,CAMPO REDONDO,RN,Colisão com objeto,Reação tardia ou ineficiente do condutor,Garoa/Chuvisco,2025-02-23,19
2025-02-23,18:10:00,242,231,ITABERABA,BA,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-23,18
2025-02-23,21:45:00,381,938,EXTREMA,MG,Colisão transversal,Acesso irregular,Nublado,2025-02-23,21
2025-02-23,22:15:00,369,150,LONDRINA,PR,Atropelamento de Pedestre,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-23,22
2025-02-23,21:10:00,472,"655,5",BARRA DO QUARAI,RS,Colisão frontal,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-23,21
2025-02-23,20:35:00,40,"824,9",SIMAO PEREIRA,MG,Tombamento,Velocidade Incompatível,Nublado,2025-02-23,20
2025-02-23,23:15:00,116,185,NOVA IGUACU,RJ,Capotamento,Ausência de reação do condutor,Céu Claro,2025-02-23,23
2025-02-23,20:30:00,393,239,VASSOURAS,RJ,Colisão frontal,Transitar no Acostamento,Céu Claro,2025-02-23,20
2025-02-23,17:45:00,316,317,PICOS,PI,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-23,17
2025-02-23,17:25:00,316,76,SAO FRANCISCO DO PARA,PA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-23,17
2025-02-23,18:40:00,324,368,SAO JOSE DO JACUIPE,BA,Atropelamento de Pedestre,Pedestre cruzava a pista fora da faixa,Nublado,2025-02-23,18
2025-02-23,21:00:00,280,"4,4",SAO FRANCISCO DO SUL,SC,Colisão lateral sentido oposto,Transitar na contramão,Céu Claro,2025-02-23,21
2025-02-23,21:20:00,163,747,SORRISO,MT,Saída de leito carroçável,Ingestão de álcool pelo condutor,Céu Claro,2025-02-23,21
2025-02-23,20:00:00,285,598,SANTO ANTONIO DAS MISSOES,RS,Colisão traseira,Ingestão de álcool pelo condutor,Céu Claro,2025-02-23,20
2025-02-24,00:50:00,116,19,EUSEBIO,CE,Colisão frontal,Ingestão de álcool pelo condutor,Nublado,2025-02-24,0
2025-02-23,22:50:00,60,100,ANAPOLIS,GO,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-23,22
2025-02-24,00:10:00,343,12,PARNAIBA,PI,Colisão frontal,Transitar na contramão,Céu Claro,2025-02-24,0
2025-02-24,00:13:00,232,39,VITORIA DE SANTO ANTAO,PE,Colisão frontal,Acesso irregular,Céu Claro,2025-02-24,0
2025-02-24,01:10:00,393,"280,6",BARRA DO PIRAI,RJ,Atropelamento de Pedestre,Pedestre andava na pista,Céu Claro,2025-02-24,1
2025-02-24,01:50:00,101,132,BALNEARIO CAMBORIU,SC,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,1
2025-02-24,01:55:00,101,275,TANGUA,RJ,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-24,1
2025-02-24,00:20:00,262,"438,1",NOVA SERRANA,MG,Colisão com objeto,Ingestão de álcool pelo condutor,Céu Claro,2025-02-24,0
2025-02-24,03:50:00,116,226,GUARULHOS,SP,Tombamento,Manobra de mudança de faixa,Céu Claro,2025-02-24,3
2025-02-24,03:00:00,277,"596,6",CASCAVEL,PR,Colisão com objeto,Velocidade Incompatível,Céu Claro,2025-02-24,3
2025-02-24,00:35:00,365,"810,4",GURINHATA,MG,Saída de leito carroçável,Condutor Dormindo,Nublado,2025-02-24,0
2025-02-24,04:30:00,101,"79,9",SAO GONCALO DO AMARANTE,RN,Atropelamento de Animal,Animais na Pista,Nublado,2025-02-24,4
2025-02-24,00:20:00,415,22,ILHEUS,BA,Saída de leito carroçável,Chuva,Chuva,2025-02-24,0
2025-02-24,02:30:00,116,"48,2",CANAS,SP,Colisão com objeto,Transitar no Acostamento,Céu Claro,2025-02-24,2
2025-02-24,05:20:00,116,"283,7",ITAPECERICA DA SERRA,SP,Queda de ocupante de veículo,Afundamento ou ondulação no pavimento,Céu Claro,2025-02-24,5
2025-02-24,01:00:00,262,"421,1",BOM DESPACHO,MG,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Vento,2025-02-24,1
2025-02-24,05:10:00,163,39,ELDORADO,MS,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-24,5
2025-02-24,06:45:00,116,336,JUQUITIBA,SP,Colisão lateral mesmo sentido,Ausência de reação do condutor,Céu Claro,2025-02-24,6
2025-02-23,23:05:00,470,81,RODEIO,SC,Colisão transversal,Transitar na contramão,Ignorado,2025-02-23,23
2025-02-24,06:54:00,101,212,PALHOCA,SC,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Céu Claro,2025-02-24,6
2025-02-24,00:25:00,116,147,DUQUE DE CAXIAS,RJ,Colisão frontal,Acesso irregular,Céu Claro,2025-02-24,0
2025-02-24,06:40:00,101,"71,1",OSORIO,RS,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,6
2025-02-24,07:00:00,324,612,SALVADOR,BA,Queda de ocupante de veículo,Ausência de reação do condutor,Céu Claro,2025-02-24,7
2025-02-24,06:00:00,230,81,CALDAS BRANDAO,PB,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-24,6
2025-02-24,07:20:00,365,"628,4",UBERLANDIA,MG,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-24,7
2025-02-24,07:20:00,277,74,SAO JOSE DOS PINHAIS,PR,Colisão traseira,Manobra de mudança de faixa,Céu Claro,2025-02-24,7
2025-02-24,06:00:00,163,257,DOURADOS,MS,Tombamento,Pista Escorregadia,Céu Claro,2025-02-24,6
2025-02-24,07:35:00,20,171,BARREIRAS,BA,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-24,7
2025-02-24,07:20:00,101,50,UBATUBA,SP,Colisão transversal,Conversão proibida,Céu Claro,2025-02-24,7
2025-02-24,07:30:00,101,38,UBATUBA,SP,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,7
2025-02-24,07:15:00,280,"12,3",MAFRA,SC,Colisão transversal,Acesso irregular,Céu Claro,2025-02-24,7
2025-02-24,03:00:00,222,"529,8",BURITICUPU,MA,Queda de ocupante de veículo,Transitar na contramão,Nublado,2025-02-24,3
2025-02-24,08:15:00,116,146,SAO JOSE DOS CAMPOS,SP,Tombamento,Ausência de reação do condutor,Sol,2025-02-24,8
2025-02-24,08:00:00,116,"116,4",TAUBATE,SP,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Sol,2025-02-24,8
2025-02-24,07:00:00,277,724,FOZ DO IGUACU,PR,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,7
2025-02-24,07:20:00,101,"275,1",SERRA,ES,Queda de ocupante de veículo,Demais falhas mecânicas ou elétricas,Nublado,2025-02-24,7
2025-02-24,08:30:00,101,64,RECIFE,PE,Queda de ocupante de veículo,Condutor deixou de manter distância do veículo da frente,Sol,2025-02-24,8
2025-02-24,08:25:00,153,511,APARECIDA DE GOIANIA,GO,Colisão traseira,Ausência de reação do condutor,Chuva,2025-02-24,8
2025-02-24,08:00:00,101,297,VIANA,ES,Queda de ocupante de veículo,Chuva,Céu Claro,2025-02-24,8
2025-02-23,13:00:00,116,141,SAO JOSE DOS CAMPOS,SP,Engavetamento,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-23,13
2025-02-24,06:00:00,70,668,CACERES,MT,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-24,6
2025-02-24,07:30:00,381,"488,9",BETIM,MG,Engavetamento,Ausência de reação do condutor,Céu Claro,2025-02-24,7
2025-02-24,07:19:00,60,93,ANAPOLIS,GO,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-24,7
2025-02-24,08:55:00,101,"129,7",NISIA FLORESTA,RN,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,8
2025-02-24,08:35:00,316,"156,8",PALMEIRA DOS INDIOS,AL,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-24,8
2025-02-24,07:55:00,230,121,MARABA,PA,Engavetamento,Condutor deixou de manter distância do veículo da frente,Nublado,2025-02-24,7
2025-02-24,09:00:00,153,492,GOIANIA,GO,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,9
2025-02-24,08:55:00,101,80,BARRA VELHA,SC,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Sol,2025-02-24,8
2025-02-24,02:00:00,40,97,PETROPOLIS,RJ,Capotamento,Condutor Dormindo,Céu Claro,2025-02-24,2
2025-02-24,05:00:00,101,139,ARES,RN,Saída de leito carroçável,Ingestão de álcool pelo condutor,Céu Claro,2025-02-24,5
2025-02-24,06:45:00,40,"512,1",RIBEIRAO DAS NEVES,MG,Colisão traseira,Ausência de reação do condutor,Nublado,2025-02-24,6
2025-02-24,08:00:00,343,125,SAO JOSE DO DIVINO,PI,Colisão com objeto,Condutor Dormindo,Céu Claro,2025-02-24,8
2025-02-24,08:00:00,369,"160,1",CAMBE,PR,Colisão traseira,Velocidade Incompatível,Céu Claro,2025-02-24,8
2025-02-24,05:40:00,393,247,BARRA DO PIRAI,RJ,Colisão frontal,Ultrapassagem Indevida,Céu Claro,2025-02-24,5
2025-02-24,07:00:00,163,835,SINOP,MT,Eventos atípicos,Iluminação deficiente,Céu Claro,2025-02-24,7
2025-02-24,09:18:00,232,"79,5",GRAVATA,PE,Colisão transversal,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,9
2025-02-24,10:00:00,50,"276,9",CATALAO,GO,Colisão transversal,Reação tardia ou ineficiente do condutor,Nublado,2025-02-24,10
2025-02-24,10:33:00,101,"82,2",JABOATAO DOS GUARARAPES,PE,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-24,10
2025-02-11,19:10:00,304,55,ARACATI,CE,Colisão traseira,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-11,19
2025-02-24,11:30:00,101,"331,6",TUBARAO,SC,Colisão traseira,Mal súbito do condutor,Sol,2025-02-24,11
2025-02-24,10:50:00,364,"322,5",SANTO ANTONIO DO LEVERGER,MT,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,10
2025-02-24,09:30:00,70,327,DOM AQUINO,MT,Tombamento,Animais na Pista,Sol,2025-02-24,9
2025-02-24,11:10:00,381,486,BETIM,MG,Tombamento,Ausência de reação do condutor,Céu Claro,2025-02-24,11
2025-02-24,11:30:00,304,"36,5",MOSSORO,RN,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-24,11
2025-02-24,07:58:00,116,"116,4",TAUBATE,SP,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Sol,2025-02-24,7
2025-02-24,07:20:00,369,178,ROLANDIA,PR,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,7
2025-02-24,12:00:00,40,484,SETE LAGOAS,MG,Colisão frontal,Restrição de visibilidade em curvas verticais,Céu Claro,2025-02-24,12
2025-02-24,11:30:00,163,747,SORRISO,MT,Colisão transversal,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-24,11
2025-02-24,10:00:00,110,292,ALAGOINHAS,BA,Colisão transversal,Desrespeitar a preferência no cruzamento,Céu Claro,2025-02-24,10
2025-02-24,09:00:00,101,485,ANGRA DOS REIS,RJ,Atropelamento de Pedestre,Ausência de reação do condutor,Céu Claro,2025-02-24,9
2025-02-24,09:40:00,101,508,ANGRA DOS REIS,RJ,Queda de ocupante de veículo,Avarias e/ou desgaste excessivo no pneu,Sol,2025-02-24,9
2025-02-24,12:45:00,101,"174,5",ARACRUZ,ES,Colisão transversal,Desrespeitar a preferência no cruzamento,Céu Claro,2025-02-24,12
2025-02-24,13:00:00,101,203,SAO JOSE,SC,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Sol,2025-02-24,13
2025-01-11,13:15:00,381,316,NOVA ERA,MG,Colisão frontal,Transitar na contramão,Céu Claro,2025-01-11,13
2025-01-15,07:55:00,381,262,CORONEL FABRICIANO,MG,Queda de ocupante de veículo,Transitar no Acostamento,Garoa/Chuvisco,2025-01-15,7
2025-02-24,12:29:00,319,63,PORTO VELHO,RO,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-24,12
2025-02-24,13:00:00,116,"16,9",FORTALEZA,CE,Engavetamento,Condutor deixou de manter distância do veículo da frente,Nublado,2025-02-24,13
2025-02-24,13:30:00,101,202,SAO JOSE,SC,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,13
2025-02-24,13:45:00,116,263,CANOAS,RS,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,13
2025-02-24,12:40:00,222,3,CAUCAIA,CE,Queda de ocupante de veículo,Animais na Pista,Céu Claro,2025-02-24,12
2025-02-24,13:50:00,101,"338,8",TUBARAO,SC,Engavetamento,Ausência de reação do condutor,Sol,2025-02-24,13
2025-02-24,13:15:00,101,290,CARIACICA,ES,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-24,13
2025-02-24,14:00:00,153,25,CENTRALINA,MG,Saída de leito carroçável,Velocidade Incompatível,Chuva,2025-02-24,14
2025-02-24,13:20:00,316,312,PICOS,PI,Tombamento,Ausência de reação do condutor,Céu Claro,2025-02-24,13
2025-02-24,15:15:00,116,229,SAO PAULO,SP,Colisão com objeto,Objeto estático sobre o leito carroçável,Céu Claro,2025-02-24,15
2025-02-24,14:10:00,369,"24,7",CAMBARA,PR,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,14
2025-02-17,00:40:00,116,"149,4",SAO JOSE DOS CAMPOS,SP,Colisão traseira,Velocidade Incompatível,Céu Claro,2025-02-17,0
2025-02-24,15:00:00,423,"91,5",GARANHUNS,PE,Capotamento,Condutor usando celular,Céu Claro,2025-02-24,15
2025-02-24,14:50:00,277,116,CAMPO LARGO,PR,Queda de ocupante de veículo,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,14
2025-02-24,15:15:00,230,"23,2",JOAO PESSOA,PB,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Sol,2025-02-24,15
2025-02-24,14:50:00,101,489,ITAJUIPE,BA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Ignorado,2025-02-24,14
2025-02-24,10:40:00,101,42,JAPARATUBA,SE,Queda de ocupante de veículo,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,10
2025-02-24,14:30:00,324,537,AMELIA RODRIGUES,BA,Queda de ocupante de veículo,Chuva,Chuva,2025-02-24,14
2025-02-24,11:15:00,470,"142,4",RIO DO SUL,SC,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-24,11
2025-02-24,16:00:00,101,"197,8",BIGUACU,SC,Colisão com objeto,Objeto estático sobre o leito carroçável,Céu Claro,2025-02-24,16
2025-02-24,14:21:00,230,118,MARABA,PA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-24,14
2025-02-24,16:00:00,116,"501,9",PELOTAS,RS,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-24,16
2025-02-24,16:00:00,381,83,SAO PAULO,SP,Colisão lateral mesmo sentido,Objeto estático sobre o leito carroçável,Céu Claro,2025-02-24,16
2025-02-24,13:00:00,262,"177,8",IRUPI,ES,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,13
2025-02-24,14:40:00,423,41,CACHOEIRINHA,PE,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,14
2025-02-22,19:50:00,381,549,RIO MANSO,MG,Colisão com objeto,Acumulo de areia ou detritos sobre o pavimento,Céu Claro,2025-02-22,19
2025-02-24,16:00:00,101,507,ANGRA DOS REIS,RJ,Colisão frontal,Transitar na contramão,Sol,2025-02-24,16
2025-02-24,16:30:00,381,"503,6",BETIM,MG,Colisão com objeto,Mal súbito do condutor,Céu Claro,2025-02-24,16
2025-02-24,16:00:00,316,146,PEIXE-BOI,PA,Colisão traseira,Ausência de reação do condutor,Sol,2025-02-24,16
2025-02-24,16:45:00,406,170,SAO GONCALO DO AMARANTE,RN,Capotamento,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,16
2025-02-24,14:00:00,282,462,PONTE SERRADA,SC,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,14
2025-02-24,16:40:00,101,334,TUBARAO,SC,Colisão transversal,Desrespeitar a preferência no cruzamento,Céu Claro,2025-02-24,16
2025-02-24,17:00:00,343,13,PARNAIBA,PI,Colisão transversal,Condutor desrespeitou a iluminação vermelha do semáforo,Céu Claro,2025-02-24,17
2025-02-24,17:05:00,116,311,SAO LOURENCO DA SERRA,SP,Tombamento,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-24,17
2025-01-20,14:00:00,101,283,ITABORAI,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-20,14
2025-02-24,17:50:00,290,"144,7",ELDORADO DO SUL,RS,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Sol,2025-02-24,17
2025-02-24,15:00:00,101,447,SANTA ROSA DO SUL,SC,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-24,15
2025-02-24,17:50:00,40,3,VALPARAISO DE GOIAS,GO,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,17
2025-02-24,17:50:00,381,"495,3",BETIM,MG,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-24,17
2025-02-24,17:00:00,493,110,DUQUE DE CAXIAS,RJ,Queda de ocupante de veículo,Ausência de reação do condutor,Céu Claro,2025-02-24,17
2025-02-24,18:10:00,60,3,BRASILIA,DF,Colisão lateral mesmo sentido,Trafegar com motocicleta (ou similar) entre as faixas,Nublado,2025-02-24,18
2025-02-24,17:40:00,465,14,SEROPEDICA,RJ,Colisão lateral mesmo sentido,Ultrapassagem Indevida,Céu Claro,2025-02-24,17
2025-02-08,15:20:00,376,188,MARIALVA,PR,Colisão com objeto,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-08,15
2025-02-24,18:05:00,116,146,SAO JOSE DOS CAMPOS,SP,Engavetamento,Ausência de reação do condutor,Céu Claro,2025-02-24,18
2025-02-24,18:00:00,343,36,PARNAIBA,PI,Colisão frontal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,18
2025-02-24,17:00:00,230,404,BALSAS,MA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,17
2025-02-24,17:00:00,101,"376,7",ICARA,SC,Tombamento,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-24,17
2025-02-24,18:10:00,280,3,SAO FRANCISCO DO SUL,SC,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,18
2025-02-24,10:00:00,230,302,FLORIANO,PI,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Chuva,2025-02-24,10
2025-02-24,18:10:00,116,"22,5",AQUIRAZ,CE,Tombamento,Avarias e/ou desgaste excessivo no pneu,Nublado,2025-02-24,18
2025-02-24,17:20:00,267,123,JUIZ DE FORA,MG,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-24,17
2025-02-24,18:35:00,232,515,SALGUEIRO,PE,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-24,18
2025-02-24,18:40:00,381,894,CAMBUI,MG,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-24,18
2025-02-24,18:32:00,101,102,SAO JOSE DE MIPIBU,RN,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-24,18
2025-02-24,19:00:00,101,"208,2",SAO JOSE,SC,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,19
2025-02-01,17:30:00,232,383,CALUMBI,PE,Colisão transversal,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-01,17
2025-02-17,05:30:00,40,"702,6",BARBACENA,MG,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-17,5
2025-02-24,19:30:00,282,"210,2",SAO JOSE,SC,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,19
2025-02-24,19:30:00,101,508,ANGRA DOS REIS,RJ,Colisão transversal,Conversão proibida,Céu Claro,2025-02-24,19
2025-02-24,20:00:00,101,"320,1",PESCARIA BRAVA,SC,Colisão transversal,Conversão proibida,Céu Claro,2025-02-24,20
2025-02-24,19:37:00,280,4,SAO FRANCISCO DO SUL,SC,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-24,19
2025-02-24,19:50:00,101,"206,6",SAO JOSE,SC,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,19
2025-02-24,18:10:00,373,193,PONTA GROSSA,PR,Engavetamento,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-24,18
2025-02-24,18:40:00,116,"102,9",SAO JOSE DOS PINHAIS,PR,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-24,18
2025-02-24,15:50:00,116,"404,9",GOVERNADOR VALADARES,MG,Colisão com objeto,Demais Fenômenos da natureza,Chuva,2025-02-24,15
2025-02-24,13:10:00,163,524,ITAITUBA,PA,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Chuva,2025-02-24,13
2025-02-24,20:15:00,293,105,PINHEIRO MACHADO,RS,Colisão com objeto,Sinalização mal posicionada,Ignorado,2025-02-24,20
2025-01-30,16:00:00,407,128,PETROLINA,PE,Saída de leito carroçável,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-01-30,16
2025-02-24,20:30:00,50,42,ARAGUARI,MG,Tombamento,Velocidade Incompatível,Céu Claro,2025-02-24,20
2025-02-24,11:05:00,386,"435,2",NOVA SANTA RITA,RS,Colisão transversal,Desrespeitar a preferência no cruzamento,Céu Claro,2025-02-24,11
2025-02-24,18:55:00,316,10,TERESINA,PI,Queda de ocupante de veículo,Ausência de reação do condutor,Céu Claro,2025-02-24,18
2025-02-24,21:30:00,470,"53,9",BLUMENAU,SC,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-24,21
2025-02-24,16:40:00,393,155,TRES RIOS,RJ,Queda de ocupante de veículo,Problema na suspensão,Céu Claro,2025-02-24,16
2025-02-24,21:20:00,277,"75,5",SAO JOSE DOS PINHAIS,PR,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-02-24,21
2025-02-24,17:50:00,153,321,RIBEIRAO DO SUL,SP,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-24,17
2025-02-24,19:35:00,50,"174,3",UBERABA,MG,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-24,19
2025-02-24,21:30:00,381,"429,7",SABARA,MG,Saída de leito carroçável,Ultrapassagem Indevida,Nublado,2025-02-24,21
2025-02-24,22:00:00,153,143,ARAGUAINA,TO,Capotamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-24,22
2025-02-24,19:40:00,163,"373,3",NOVA ALVORADA DO SUL,MS,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-02-24,19
2025-02-24,20:35:00,364,"202,5",RONDONOPOLIS,MT,Colisão com objeto,Chuva,Chuva,2025-02-24,20
2025-02-24,22:30:00,116,252,SAPUCAIA DO SUL,RS,Colisão com objeto,Condutor usando celular,Céu Claro,2025-02-24,22
2025-02-24,16:15:00,0,0,PETROLINA,PE,Colisão transversal,Desrespeitar a preferência no cruzamento,Sol,2025-02-24,16
2025-02-24,21:00:00,116,111,CURITIBA,PR,Incêndio,Demais falhas mecânicas ou elétricas,Nublado,2025-02-24,21
